period,interval_count,duration_hours,energy_gross_eur,grid_charging_cost_eur,market_energy_net_eur,capacity_revenue_eur,pv_revenue_eur,total_site_revenue_eur,pumped_mwh,turbined_mwh,full_cycles,pv_available_mwh,pv_self_consumed_mwh,pv_exported_mwh,pv_curtailed_mwh,simultaneous_interval_count,simultaneous_overlap_mwh,simultaneous_interval_energy_net_eur
2025,35040,8760.0,197036.48836526342,27435.25428908752,169601.23407617613,64993.02577746506,19588.84079450839,254183.10064814956,2276.7614827482003,1186.9565069240355,267.06521405790795,454.8835433743713,23.90876892536838,324.4333447884255,106.54142966057971,1743,216.66332520131022,68492.67398619991
