run_id,market,interval_count,duration_hours,e_max_mwh,reservoir_initial_mwh,reservoir_final_mwh,energy_gross_eur,grid_charging_cost_eur,market_energy_net_eur,capacity_revenue_eur,pv_revenue_eur,total_site_revenue_eur,pumped_mwh,turbined_mwh,pv_available_mwh,pv_self_consumed_mwh,pv_exported_mwh,pv_curtailed_mwh,simultaneous_interval_count,simultaneous_pump_mwh,simultaneous_turbine_mwh,simultaneous_overlap_mwh,n_pump_ramp_up_vars,n_turbine_ramp_up_vars,simultaneous_interval_energy_net_eur
demo-2025-all-markets-pv500-afrr-05c93fc8b8fb,afrr,35040,8760.0,4.444444444444445,2.2222222222222223,2.2222222222222223,197036.48836526347,27435.2542890875,169601.23407617596,64993.02577746477,19588.840794508273,254183.10064814897,2276.761482748203,1186.9565069240375,454.8835433743757,23.90876892536837,324.4333447884273,106.54142966058,1743,232.0934299687754,413.42020539120585,216.6633252013104,35040,0,68492.67398619984
