period,interval_count,duration_hours,energy_gross_eur,grid_charging_cost_eur,market_energy_net_eur,capacity_revenue_eur,pv_revenue_eur,total_site_revenue_eur,pumped_mwh,turbined_mwh,full_cycles,pv_available_mwh,pv_self_consumed_mwh,pv_exported_mwh,pv_curtailed_mwh,simultaneous_interval_count,simultaneous_overlap_mwh,simultaneous_interval_energy_net_eur
2025,35040,8760.0,213357.39055646228,90666.30672064533,122691.08383581803,0.0,13714.63340785494,136405.717243673,2385.8982886529575,1729.116373522029,389.05118404245655,454.8835433743713,171.81647333976167,165.79010080683994,117.27696922777356,6,0.040383519087923085,29.685
