run_id,market,interval_count,duration_hours,e_max_mwh,reservoir_initial_mwh,reservoir_final_mwh,energy_gross_eur,grid_charging_cost_eur,market_energy_net_eur,capacity_revenue_eur,pv_revenue_eur,total_site_revenue_eur,pumped_mwh,turbined_mwh,pv_available_mwh,pv_self_consumed_mwh,pv_exported_mwh,pv_curtailed_mwh,simultaneous_interval_count,simultaneous_pump_mwh,simultaneous_turbine_mwh,simultaneous_overlap_mwh,n_pump_ramp_up_vars,n_turbine_ramp_up_vars,simultaneous_interval_energy_net_eur
demo-2025-all-markets-pv500-da-95a81c5b52a3,da,35040,8760.0,4.444444444444445,2.2222222222222223,2.2222222222222223,213357.39055646362,90666.30672064537,122691.08383581825,0.0,13714.633407854953,136405.7172436732,2385.898288652953,1729.116373522027,454.8835433743757,171.81647333976207,165.7901008068398,117.27696922777378,6,0.040383519087923085,1.5,0.040383519087923085,35040,0,29.685
