run_id,market,interval_count,duration_hours,e_max_mwh,reservoir_initial_mwh,reservoir_final_mwh,energy_gross_eur,grid_charging_cost_eur,market_energy_net_eur,capacity_revenue_eur,pv_revenue_eur,total_site_revenue_eur,pumped_mwh,turbined_mwh,pv_available_mwh,pv_self_consumed_mwh,pv_exported_mwh,pv_curtailed_mwh,simultaneous_interval_count,simultaneous_pump_mwh,simultaneous_turbine_mwh,simultaneous_overlap_mwh,n_pump_ramp_up_vars,n_turbine_ramp_up_vars,simultaneous_interval_energy_net_eur
demo-2025-all-markets-pv500-mfrr-f2e4d0c55ea7,mfrr,35040,8760.0,4.444444444444445,2.2222222222222223,2.2222222222222223,74322.97770725358,14495.255897334675,59827.721809918905,35538.933883236255,20604.585013937678,115971.24070709283,836.3112646819354,247.78592736864033,454.8835433743757,7.2987208117805995,341.48347762468256,106.10134493791253,613,53.40047821640565,150.03939895849237,51.77628068986395,35040,0,41901.090335225665
